playerRanking,gamesPlayed,minutesPlayed,effectiveFieldGoalPercentage,trueShootingPercentage,offensiveReboundsPercentage,defensiveReboundsPercentage,reboundsPercentage,assistsToTurnoversRatio,assistsRatio,turnoversRatio,twoPointAttemptsRatio,threePointAttemptsRatio,freeThrowsRate,possesions,player.code,player.name,player.age,player.imageUrl,player.team.code,player.team.tvCodes,player.team.name,player.team.imageUrl
664,4.0,6.6875,10%,18.4%,0%,23.9%,12.9%,1.7,26.5%,15.9%,21.2%,31.8%,20%,4.7,012095,"THOMASSON, JOE",30.0,https://media-cdn.incrowdsports.com/ce8554e2-ab1f-4620-8c43-9941d3888f3d.png,TEL,MTA,Maccabi Playtika Tel Aviv,https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png
664,9.0,7.118518518518518,20.8%,29.1%,3.6%,9.5%,6.5%,6.0,28.9%,4.8%,38.5%,19.3%,33.3%,2.3,BGD,"TOPALOGLU, CANER",26.0,,ULK;GAL,ULK;GSL,Fenerbahce Beko Istanbul;Galatasaray Spor Kulubu,https://media-cdn.incrowdsports.com/0233ebbb-f3a2-49ea-837c-7fd3e661e672.png;https://media-cdn.incrowdsports.com/d8c1e9ac-0812-4dd7-bdc1-7c482cfb85d4.png
664,9.0,9.722222222222221,45%,45.5%,4.4%,16.7%,10.2%,0.3,6.9%,20.8%,69.3%,0%,10%,3.2,CRS,"VASILJEVIC, PERO",25.0,,WRO,WKS,WKS Slask Wroclaw,https://media-cdn.incrowdsports.com/0415061b-5374-4a0d-bc04-8fcbc8ad0bb3.png
664,5.0,2.8766666666666665,125%,121.5%,0%,16.4%,7.8%,0.0,0%,25.8%,25.8%,25.8%,100%,0.8,AUD,"WINTERMANTEL, ROBERT",31.0,,FRA,FRA,Skyliners Frankfurt,https://media-cdn.incrowdsports.com/75c69af8-9cf4-498d-932e-0b28be2444df.png
664,5.0,4.95,62.5%,71.7%,4.9%,15%,9.9%,1.0,14.5%,14.5%,29.1%,29.1%,50%,1.4,KMU,"YANNIER, DERYA",20.0,,ULK,ULK,Fenerbahce Beko Istanbul,https://media-cdn.incrowdsports.com/0233ebbb-f3a2-49ea-837c-7fd3e661e672.png
690,4.0,10.375,71.4%,78.1%,0%,6.9%,3.2%,1.0,20.9%,20.9%,14%,34.9%,42.9%,3.6,CQR,"BRANCH, JOHNNY EDWARD",35.0,,ROM,ROM,Pallacanestro Virtus Roma,https://media-cdn.incrowdsports.com/e5836b62-9939-4063-b5e5-cc2f5804c142.png
690,6.0,8.552777777777779,34.4%,45.6%,2.6%,4.7%,3.7%,0.7,13%,19.5%,16.2%,35.7%,68.8%,5.1,AXH,"BURTON, WILLIE",33.0,,PEM,PEM,PBC Ural Great Perm,https://media-cdn.incrowdsports.com/09641ca8-beb4-404f-b37b-a6019ab2337c.png
690,10.0,21.326666666666668,35.2%,48%,1.1%,7%,3.9%,0.8,19.2%,24.4%,15.7%,31.4%,44.4%,5.7,001882,"DJORDJEVIC, DUSAN",26.0,,LJU,LJU,KK Cedevita Olimpija,https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png
690,1.0,25.0,72.2%,72.2%,0%,7.3%,4.2%,0.0,0%,25%,25%,50%,0%,12.0,BUR,"EPPEHIMER, NICK",23.0,,TRE,TRE,Benetton Basket Treviso,https://media-cdn.incrowdsports.com/0636c1b0-de3e-4ca9-bd2c-e30a4f485114.png
690,15.0,8.325555555555557,38.5%,44.7%,1%,6.6%,3.9%,2.3,28.5%,12.2%,6.1%,46.9%,26.9%,3.3,009101,"FERRANDO, GUILLEM",21.0,https://media-cdn.incrowdsports.com/0def1908-e971-44f3-9018-ec0b7dbd4e60.png,PAM,VBC,Valencia Basket,https://media-cdn.incrowdsports.com/efd12730-f2ea-4830-9caa-7f2f676079c2.png
690,9.0,12.251851851851852,47.2%,47.2%,2.9%,6.8%,4.7%,2.5,20%,8%,28%,44%,0%,2.8,005980,"FORMENTI, MATTEO",33.0,,SAS,DSS,Polisportiva Dinamo,https://media-cdn.incrowdsports.com/f2916aea-9c1a-46ff-aa3a-04765cb2a60e.png
690,3.0,4.8500000000000005,75%,77.3%,0%,10.4%,4.7%,0.0,0%,11.4%,34.2%,34.2%,66.7%,2.9,TER,"GENTILE, STEFANO",18.0,,MIL,MIL,EA7 Emporio Armani Milan,https://media-cdn.incrowdsports.com/8154f184-c61a-4e7f-b14d-9d802e35cb95.png
690,1.0,16.433333333333334,44.4%,44.4%,0%,41.6%,23.3%,0.5,8.3%,16.7%,41.7%,33.3%,0%,12.0,004435,"GOMES, RYAN",32.0,,BAS,LBO,Baskonia Vitoria-Gasteiz,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png
690,19.0,5.085964912280702,52.2%,54.9%,6.9%,11.1%,9%,0.1,2.6%,21%,60.3%,0%,60.9%,2.0,005835,"KRIVOSHEEV, MAKSIM",26.0,,NOV,NIZ,BC Nizhny Novgorod,https://media-cdn.incrowdsports.com/dddcfb2d-29ff-4588-a297-654b4cd72c68.png
690,6.0,4.1305555555555555,83.3%,83.3%,4.6%,9.1%,6.8%,2.0,22.2%,11.1%,44.4%,22.2%,0%,1.5,JXU,"KYRITSIS, ALEXANDROS",29.0,,PAN,PAO,Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png
690,10.0,11.821666666666667,55.8%,55.8%,1%,7.9%,4.2%,0.3,5.6%,19.5%,36.2%,36.2%,7.7%,3.6,TGZ,"LESTINI, FEDERICO",24.0,,VIR,VIR,Virtus Segafredo Bologna,https://media-cdn.incrowdsports.com/4af5e83b-f2b5-4fba-a87c-1f85837a508a.png
690,7.0,8.321428571428571,65%,72.3%,0%,4.5%,2.4%,0.8,19.3%,24.1%,24.1%,24.1%,40%,3.0,000275,"MITCHELL, DARREL",23.0,,LIE,LIE,Rytas Vilnius,https://media-cdn.incrowdsports.com/894a55c9-4a15-40b0-a1b0-b0aec2ce3592.png
690,1.0,21.666666666666668,54.5%,54.5%,0%,7.1%,3.1%,0.0,0%,0%,90.9%,9.1%,0%,11.0,006481,"MORGAN, RAYMAR",33.0,https://media-cdn.incrowdsports.com/4af04c62-3a94-4526-b908-c76bfe168332.png,ASV,ASV,LDLC ASVEL Villeurbanne,https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png
690,2.0,3.55,83.3%,83.3%,14.6%,17.4%,15.8%,0.0,25%,0%,50%,25%,0%,2.0,013505,"NETO, RAUL",32.0,https://media-cdn.incrowdsports.com/0d03d7e3-85f8-4760-815f-553ed6c548bf.png,BAR,BAR,FC Barcelona,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png
690,15.0,17.386666666666667,40.9%,40.5%,2.7%,3.2%,3%,1.3,25.7%,20.1%,26.3%,25.1%,12.2%,10.6,010683,"PETERS, LAMAR",23.0,https://media-cdn.incrowdsports.com/194d9cbc-b0d2-48ae-8add-58b1a295dbb1.png,BAS,BKN,Baskonia Vitoria-Gasteiz,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png
690,5.0,1.8366666666666667,70%,68%,29.8%,0%,13.7%,1.0,12.7%,12.7%,50.8%,12.7%,40%,1.6,011442,"SAMODUROV, ALEXANDROS",19.0,https://media-cdn.incrowdsports.com/ef0df910-9a1a-4acb-8735-b65b71340d8f.png,PAN,PAO,Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png
690,1.0,23.0,50%,56.4%,0%,14.9%,8.7%,0.0,0%,0%,82%,0%,50%,9.8,BTM,"SMITH, MICHAEL",26.0,,WRO,WKS,WKS Slask Wroclaw,https://media-cdn.incrowdsports.com/0415061b-5374-4a0d-bc04-8fcbc8ad0bb3.png
690,7.0,11.723809523809523,46.2%,54.3%,9.8%,6.2%,7.9%,0.8,13.3%,17.7%,22.1%,35.3%,46.2%,3.2,ARD,"THORWARTH, TOMMY",45.0,,BER,BER,ALBA Berlin,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png
690,5.0,8.226666666666667,27.3%,30.6%,9.3%,5.9%,7.5%,4.0,37.3%,9.3%,37.3%,14%,9.1%,4.3,010985,"TOPIC, NIKOLA",18.0,https://media-cdn.incrowdsports.com/a4d8089b-d218-4257-9068-320c7c4ee062.png,RED,CZV,Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png
690,4.0,4.1375,50%,50%,8.6%,14.6%,11.8%,3.0,37.5%,12.5%,50%,0%,0%,2.0,007524,"VENSKUS, ERIKAS",19.0,,ZAL,ZAL,Zalgiris Kaunas,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png
710,7.0,11.021428571428572,47.1%,50.1%,4.6%,8.1%,6.3%,1.4,27.5%,20%,22.5%,20%,52.9%,5.7,007647,"AKAY, MERT",18.0,https://media-cdn.incrowdsports.com/de6de26f-0b1f-4752-8dd9-acc0f7bbd6e3.png,DAR,DTI,Darussafaka Basketbol,https://media-cdn.incrowdsports.com/9ceb124a-7ee1-4db5-8d8c-7d485980b989.png
710,6.0,12.477777777777776,45%,51.8%,1.7%,5%,3.4%,1.1,29.5%,26.2%,22.9%,9.8%,80%,5.1,AXU,"ALANOVIC, VLADAN",34.0,,WRO,WKS,WKS Slask Wroclaw,https://media-cdn.incrowdsports.com/0415061b-5374-4a0d-bc04-8fcbc8ad0bb3.png
710,8.0,11.945833333333333,41.9%,47.6%,0%,7%,3.4%,1.7,22.8%,13.3%,20.9%,38%,19.4%,6.6,ASY,"ANZULOVIC, VLADIMIR",23.0,,MES,MES,KK Krka Novo Mesto,https://media-cdn.incrowdsports.com/8838f790-f665-472a-8cea-527f9e4a2458.png
710,4.0,10.725,50%,61.5%,5.8%,13.9%,10%,0.2,10.1%,40.5%,40.5%,0%,50%,2.5,AAO,"ARRANZ, CESAR ",31.0,,EST,EST,Club Baloncesto Estudiantes,https://media-cdn.incrowdsports.com/3bc65205-b393-457a-a4d6-af993c60ee70.png
710,8.0,8.420833333333333,37.5%,45.6%,1.6%,8.6%,5%,1.0,8.8%,8.8%,44.2%,26.5%,37.5%,2.8,LVW,"COURNOOH, DAVID",23.0,https://media-cdn.incrowdsports.com/5fd0f607-59dd-4eb9-bc89-e5982e3e926e.png,SIE,MPS,Montepaschi Siena,https://media-cdn.incrowdsports.com/1d94a55f-b8c7-459c-951e-8177f5f3eebe.png
710,8.0,13.197916666666666,52%,52.7%,1.3%,14.8%,8.1%,0.1,2.3%,30%,48.4%,9.2%,40%,5.4,AAE,"FERNANDEZ, NICOLAS",23.0,,OVA,OVA,Ovarense Basquetebol,https://media-cdn.incrowdsports.com/1281d346-8cf8-43d0-8174-eccb11294fd8.png
710,14.0,3.1464285714285714,66.7%,66.7%,2.8%,5.5%,4.2%,0.5,11.1%,22.2%,11.1%,55.6%,0%,0.6,008032,"GONZALEZ, MIGUEL",20.0,https://media-cdn.incrowdsports.com/85d820bf-0452-4d8f-abfc-60de3029dcfd.png,BAS,KBA,Baskonia Vitoria-Gasteiz,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png
710,16.0,4.055208333333334,60%,60%,5.6%,13.9%,9.6%,0.5,12.5%,25%,12.5%,50%,0%,0.5,008250,"GRANT, SASHA",18.0,https://media-cdn.incrowdsports.com/3dff3d83-5b00-4d92-9712-907fef844caf.png,MUN,BAY,FC Bayern Munich,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png
710,12.0,12.445833333333333,41.9%,42.3%,3.5%,8.7%,6%,1.4,20.5%,14.3%,18.4%,45%,6.5%,4.1,003500,"HANSBROUGH, BEN",27.0,,BAS,LBO,Baskonia Vitoria-Gasteiz,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png
710,4.0,18.429166666666667,13%,19.5%,3.1%,8.1%,5.6%,3.2,37.5%,11.8%,29.6%,15.8%,26.1%,12.7,004430,"HOUSTON, KEVIN",27.0,,CHL,ELA,Elan Sportif Chalonnais,https://media-cdn.incrowdsports.com/ce981523-5c54-4fab-8a3d-90c527eb9627.png
710,2.0,10.625,66.7%,72.7%,4.9%,0%,2.7%,2.0,20.2%,10.1%,30.4%,30.4%,33.3%,4.9,JYY,"JANICENOKS, KRISTAPS",23.0,,FOR,FOR,Fortitudo Pallacanestro Bologna 103,https://media-cdn.incrowdsports.com/0a746cc0-eb26-481a-bab5-457cfc51eae5.png
710,38.0,10.60219298245614,35%,37%,5.4%,14.4%,9.6%,1.2,22.8%,19.3%,21.9%,30.7%,23.3%,3.0,ABH,"KIKILIAS, VASSILIS",28.0,,AEK,AEK,AEK Athens,https://media-cdn.incrowdsports.com/b51b0af8-ac03-4093-8858-9b4d71830fe7.png
710,14.0,7.234523809523809,50%,46.9%,8%,14.1%,11.1%,0.0,0%,17.5%,74.9%,0%,23.3%,2.9,004999,"KILICLI, DENIZ",24.0,,IST,EFS,Anadolu Efes Istanbul,https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png
710,11.0,2.2075757575757575,31.2%,31.2%,10.5%,18.5%,14.8%,1.3,26.7%,20%,33.3%,20%,0%,1.4,003570,"KOLYUSHKIN, MAXIM",25.0,,TIV,LOK,Lokomotiv Kuban,https://media-cdn.incrowdsports.com/21be1b6a-84bd-4e95-b685-f5d5e60e4a86.png
710,10.0,3.2866666666666666,87.5%,87.5%,0%,14.4%,7%,0.0,0%,20%,30%,50%,0%,1.0,007768,"LEVI, NIMROD",23.0,https://media-cdn.incrowdsports.com/b3beb3ad-edb5-494c-aaab-ed2ce3d30c1b.png,TEL,MTA,Maccabi Playtika Tel Aviv,https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png
710,9.0,12.77962962962963,53.1%,54.8%,2.3%,9.7%,6.1%,0.7,5.2%,7.7%,20.6%,61.9%,12.5%,4.3,AKP,"MALTSEV, ANDREI",54.0,,PET;KHI,PET;KHI,Saint Petersburg Lions;BC Khimki,https://media-cdn.incrowdsports.com/1f6e3ac1-7613-4cff-90e0-6daad1ec6bbd.png;https://media-cdn.incrowdsports.com/04bd9ac1-e8ed-4b35-8878-272596e5c7d6.png
710,7.0,9.428571428571429,46.7%,50.7%,10.6%,11.2%,10.9%,1.0,13.2%,13.2%,61.5%,4.4%,26.7%,3.3,ATJ,"MIHAJLOVIC, MARTIN",22.0,,MES,MES,KK Krka Novo Mesto,https://media-cdn.incrowdsports.com/8838f790-f665-472a-8cea-527f9e4a2458.png
710,4.0,15.4375,50%,52.5%,2.1%,11.4%,6.5%,1.0,16.5%,16.5%,37.2%,20.7%,35.7%,6.1,BZP,"MILISAVLJEVIC, BRANKO",27.0,,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
710,11.0,9.386363636363637,38.7%,41.2%,3.6%,21%,12.7%,0.1,2.4%,19.2%,62.3%,12%,12.9%,3.8,BJS,"NAHAR, MIKEL",34.0,,BAM,BRO,Bamberger Basketball GmbH,https://media-cdn.incrowdsports.com/85cdd43a-2bbd-4f73-b8f7-76288a5193cb.png
710,4.0,6.2875,16.7%,38.7%,0%,30.5%,14%,0.0,0%,39.2%,23.5%,23.5%,66.7%,3.2,010063,"NIKOLAIDIS, ALEXANDROS",18.0,https://media-cdn.incrowdsports.com/e07022e7-279c-486f-abce-42241a2cfabc.png,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
710,7.0,6.502380952380952,41.7%,51.5%,0%,5.6%,2.7%,1.0,10.2%,10.2%,30.7%,30.7%,66.7%,1.4,002012,"ORELIK, GEDIMINAS",23.0,https://media-cdn.incrowdsports.com/eaec3912-bbb8-40b2-825b-6b5f90e2bc95.png,LIE,LRY,Rytas Vilnius,https://media-cdn.incrowdsports.com/894a55c9-4a15-40b0-a1b0-b0aec2ce3592.png
710,3.0,22.405555555555555,43.1%,45.3%,7%,15.3%,11.2%,0.1,1.9%,26.1%,55.9%,11.2%,16.7%,17.9,AHM,"PALMER, WALTER",32.0,,FRA,FRA,Skyliners Frankfurt,https://media-cdn.incrowdsports.com/75c69af8-9cf4-498d-932e-0b28be2444df.png
710,8.0,5.860416666666667,60.7%,60.3%,7.4%,22.9%,14.6%,0.2,4.8%,19.3%,62.6%,4.8%,28.6%,2.6,ARE,"PAPIC, STIPO",23.0,,BER,BER,ALBA Berlin,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png
710,6.0,21.016666666666666,33.3%,39.7%,0.9%,7.1%,3.8%,1.4,24%,17.6%,28.8%,24%,24.2%,10.4,001257,"REYNOLDS, JR",31.0,,GSS,ZGA,GSS Akcyjna,https://media-cdn.incrowdsports.com/abebfbc3-2dcd-4cc5-91f3-37dae527f363.png
710,5.0,1.64,110%,110%,0%,0%,0%,0.0,0%,0%,40%,60%,0%,1.0,002392,"SANZ, JORGE",18.0,,MAD,RMD,Real Madrid,https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png
710,1.0,19.0,70%,70%,0%,7.3%,4.1%,1.0,14.3%,14.3%,28.6%,42.9%,0%,14.0,LBY,"STRINGER, DAMON ANTHONY",28.0,,LJU,LJU,KK Cedevita Olimpija,https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png
710,8.0,6.108333333333333,37.5%,46.1%,10.9%,17.7%,14.4%,0.2,6%,35.8%,35.8%,11.9%,50%,2.1,002728,"TURKYILMAZ, IZZET",24.0,,ULK,FBU,Fenerbahce Beko Istanbul,https://media-cdn.incrowdsports.com/0233ebbb-f3a2-49ea-837c-7fd3e661e672.png
710,3.0,10.816666666666668,58.3%,58.1%,0%,7.6%,3.9%,0.0,22.5%,0%,33.8%,33.8%,33.3%,3.0,ATO,"VLADOVIC, JAKOV",18.0,,ZAD,ZAD,KK Zadar,https://media-cdn.incrowdsports.com/5bae1d8f-cf6e-4cce-affe-f528f1352cb5.png
710,10.0,11.168333333333333,42.1%,39.7%,6.6%,23.3%,14.7%,0.3,7.7%,28.1%,48.5%,0%,73.7%,3.9,AZZ,"VUJIC, IVAN",24.0,,CHA,CHA,Spirou Charleroi,https://media-cdn.incrowdsports.com/fe2c3484-72ab-463e-bda7-587b5e980e37.png
710,21.0,3.880952380952381,44.7%,42.8%,6.2%,5.5%,5.8%,0.8,11.2%,14.9%,14.9%,55.8%,10.5%,1.3,BXI,"ZAVOUREV, VASILY",18.0,,CSK,CSK,CSKA Moscow,https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png
740,6.0,5.572222222222222,41.7%,54.6%,0%,10.6%,5.6%,0.0,12%,0%,12%,60.1%,50%,1.4,AOJ,"AMBRASSA, FABRIZIO",31.0,,VIR,VIR,Virtus Segafredo Bologna,https://media-cdn.incrowdsports.com/4af5e83b-f2b5-4fba-a87c-1f85837a508a.png
740,2.0,13.375,100%,91.8%,0%,5.5%,2.5%,0.0,0%,41.4%,33.1%,0%,175%,6.0,KXJ,"BEASLEY, JEROME",25.0,,ULK,ULK,Fenerbahce Beko Istanbul,https://media-cdn.incrowdsports.com/0233ebbb-f3a2-49ea-837c-7fd3e661e672.png
740,2.0,23.375,32.4%,32.4%,7.2%,13.8%,10.3%,2.0,17.4%,8.7%,47.8%,26.1%,0%,11.5,KHC,"BELL, TROY",24.0,,MAD,RMD,Real Madrid,https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png
740,15.0,3.816666666666667,45%,46%,6.4%,13%,9.6%,0.0,0%,31.5%,44.1%,18.9%,20%,1.1,002289,"BEZBRADICA, NEMANJA",20.0,,PAR,PAR,Partizan Mozzart Bet Belgrade,https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png
740,14.0,7.057142857142857,46.9%,46.9%,7.8%,2.6%,5.2%,0.9,28.2%,30.8%,20.5%,20.5%,0%,2.8,LFV,"DEMIREL, HAKAN",26.0,,ULK,FBU,Fenerbahce Beko Istanbul,https://media-cdn.incrowdsports.com/0233ebbb-f3a2-49ea-837c-7fd3e661e672.png
740,5.0,9.026666666666667,42.9%,42.1%,11.8%,16.2%,13.6%,0.3,4.8%,14.5%,58.1%,9.7%,42.9%,4.1,ABO,"EDWARDS, JONATHAN",33.0,,LUG,LUG,FN Lugano,https://media-cdn.incrowdsports.com/d598de0b-7e4d-47e1-a32e-f59849c3ab3f.png
740,9.0,16.605555555555554,28.6%,40.1%,2.3%,10.2%,5.9%,0.7,19.2%,27.7%,29.8%,14.9%,42.9%,5.2,000689,"GIOVACCHINI, ANTHONY",28.0,,MIL,MIL,EA7 Emporio Armani Milan,https://media-cdn.incrowdsports.com/8154f184-c61a-4e7f-b14d-9d802e35cb95.png
740,3.0,5.933333333333334,70%,70%,0%,7%,3.5%,0.0,44.4%,0%,22.2%,33.3%,0%,3.0,001836,"HERVE, WILLIAM",19.0,,ORL,ORL,Orleans Loiret Basket,https://media-cdn.incrowdsports.com/5aa68897-979f-4c9b-b620-cb69f227b992.png
740,8.0,9.216666666666667,35.7%,44.4%,6.6%,14.5%,10.8%,0.7,15.5%,23.3%,7.8%,46.6%,28.6%,1.6,002618,"ILNITSKIY, STANISLAV",21.0,https://media-cdn.incrowdsports.com/91d9119f-7565-4d9a-a8ac-b3c9e5a3ee29.png,KHI,KHI,BC Khimki,https://media-cdn.incrowdsports.com/04bd9ac1-e8ed-4b35-8878-272596e5c7d6.png
740,2.0,20.666666666666668,85%,85%,2.8%,0%,1.6%,0.5,12.5%,25%,31.2%,31.2%,0%,8.0,002746,"JADIN, AMAURY",25.0,,CHA,CHA,Spirou Charleroi,https://media-cdn.incrowdsports.com/fe2c3484-72ab-463e-bda7-587b5e980e37.png
740,6.0,21.163888888888888,28.6%,30.2%,1%,13%,7%,1.4,35.2%,24.4%,10.8%,27.1%,14.3%,6.1,000713,"MILICIC, IGOR",31.0,,SOP,PRO,Arka Gdynia,https://media-cdn.incrowdsports.com/210fa2fa-3529-400d-8d3f-9174a22ad1a8.png
740,4.0,11.0,66.7%,65.8%,5.3%,19.9%,11.8%,0.0,0%,9.2%,36.8%,46%,22.2%,2.7,JQQ,"MORENA, DOMENICO",36.0,,NAP,NAP,Napoli Basket,https://media-cdn.incrowdsports.com/b4a949f1-f001-4da0-8ac3-69467a14791b.png
740,7.0,4.454761904761905,116.7%,116%,7.8%,9.9%,9%,0.2,11.3%,45%,22.5%,11.3%,66.7%,1.3,003298,"NAVARRO, DAVID",27.0,,PAM,VBC,Valencia Basket,https://media-cdn.incrowdsports.com/efd12730-f2ea-4830-9caa-7f2f676079c2.png
740,8.0,7.960416666666666,33.3%,34.9%,13.1%,15.6%,14.3%,1.0,6.7%,6.7%,53.8%,26.9%,16.7%,1.9,011937,"POLITE, ANTHONY",25.0,https://media-cdn.incrowdsports.com/d495df6d-2927-4a20-8bd4-471fda845df1.png,ASV,ASV,LDLC ASVEL Villeurbanne,https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png
740,6.0,15.333333333333334,38.7%,41.8%,5.1%,6.9%,5.9%,0.0,0%,13.4%,42.9%,40.2%,9.7%,6.2,BEA,"RILLIE, JOHN",31.0,,AEK,AEK,AEK Athens,https://media-cdn.incrowdsports.com/b51b0af8-ac03-4093-8858-9b4d71830fe7.png
740,5.0,10.14,27.3%,31.3%,11.8%,21.4%,16.6%,0.5,6.3%,12.7%,69.8%,0%,36.4%,3.2,AYV,"ROGERS, ROY",28.0,,CSK,CSK,CSKA Moscow,https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png
740,2.0,6.75,100%,102.5%,0%,0%,0%,0.0,0%,17%,34%,34%,50%,2.9,LHL,"SCHWETHELM, PHILIPP",17.0,,COL,COL,RheinStars Koln,https://media-cdn.incrowdsports.com/91efbe6b-1e42-4e7c-9792-e2f35da38055.png
740,5.0,6.6,55.6%,55.7%,3.2%,14.7%,8.6%,1.7,28%,16.8%,28%,22.4%,22.2%,3.6,BTP,"SHEFFER, DORON",30.0,,TEL,MAC,Maccabi Playtika Tel Aviv,https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png
740,6.0,5.427777777777778,40%,59.2%,3.7%,15%,9.3%,1.0,11.4%,11.4%,45.7%,11.4%,80%,1.5,007069,"STOUDEMIRE, AMAR'E",37.0,,TEL,MTA,Maccabi Playtika Tel Aviv,https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png
740,5.0,5.76,50%,61.5%,0%,8.4%,4.3%,2.0,15.7%,7.8%,31.3%,31.3%,50%,2.6,006641,"TUREN, METIN",22.0,https://media-cdn.incrowdsports.com/6a05c273-e579-40a1-a0f3-0dd66579a55c.png,DAR,DDI,Darussafaka Basketbol,https://media-cdn.incrowdsports.com/9ceb124a-7ee1-4db5-8d8c-7d485980b989.png
740,26.0,8.796794871794871,27.8%,33%,1.1%,9.5%,5.3%,1.8,36.6%,20.3%,16.3%,20.3%,40.7%,2.8,JLA,"XANTHOPOULOS, VASSILIS",28.0,,NIO;PAN,PNI;PAO,Panionios BC;Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/5f64c239-cf4f-4c16-8952-039e709b5474.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png
761,9.0,7.888888888888889,27.3%,36.9%,9.5%,21.5%,16%,0.7,19.2%,28.8%,35.2%,0%,109.1%,3.5,LHC,"ADJIWANOU, FREDERIC",26.0,,LEM,LMS,Le Mans Sarthe Basket,https://media-cdn.incrowdsports.com/25203b2d-cb6c-4614-926a-e55109f98238.png
761,7.0,6.8690476190476195,73.1%,72%,0%,2.5%,1.2%,1.3,19.2%,14.4%,19.2%,43.1%,15.4%,3.0,006707,"BALDASSO, TOMMASO",24.0,https://media-cdn.incrowdsports.com/a83a935a-aed7-4ea6-99d2-7978cd47e914.png,MIL,EA7,EA7 Emporio Armani Milan,https://media-cdn.incrowdsports.com/8154f184-c61a-4e7f-b14d-9d802e35cb95.png
761,9.0,15.75,34.8%,37.3%,3.2%,6.8%,4.9%,1.0,16.6%,16.6%,37.4%,26.3%,10.9%,8.0,001790,"BRAZELTON, TYRONE",23.0,,SOP,PRO,Arka Gdynia,https://media-cdn.incrowdsports.com/210fa2fa-3529-400d-8d3f-9174a22ad1a8.png
761,6.0,14.019444444444444,46%,44.5%,7.4%,14.1%,10.8%,1.0,8.8%,8.8%,64.6%,8.8%,28%,5.7,000582,"BRUNNER, GREG",28.0,,CTU,CTU,Pallacanestro Cantu,https://media-cdn.incrowdsports.com/17abff29-6978-4f75-9bbe-2e6171bb856f.png
761,4.0,18.491666666666667,33.3%,37.3%,3.5%,9.9%,6.5%,0.0,0%,23.5%,60.5%,10.1%,19%,7.4,AYJ,"CARTER, MAURICE",25.0,,PER,PER,Peristeri BC,https://media-cdn.incrowdsports.com/743fd646-dc10-4a04-a90f-952e33a143a4.png
761,7.0,8.935714285714285,46.7%,50.4%,9.3%,5%,7%,0.3,8.4%,25.1%,58.6%,4.2%,13.3%,3.4,003477,"DIA, PAPA",24.0,,ZAG,ZAG,KK Zagreb,https://media-cdn.incrowdsports.com/766470c6-ddb5-438a-a1b0-89c2f0f9406a.png
