playerRanking,gamesPlayed,minutesPlayed,effectiveFieldGoalPercentage,trueShootingPercentage,offensiveReboundsPercentage,defensiveReboundsPercentage,reboundsPercentage,assistsToTurnoversRatio,assistsRatio,turnoversRatio,twoPointAttemptsRatio,threePointAttemptsRatio,freeThrowsRate,possesions,player.code,player.name,player.age,player.imageUrl,player.team.code,player.team.tvCodes,player.team.name,player.team.imageUrl
1,15.0,3.8277777777777775,0%,0%,6.3%,18.3%,12.1%,0.0,0%,61%,20.3%,6.8%,100%,1.0,AQT,"PASCHALIS, KOSTAS",27.0,,AEK,AEK,AEK Athens,https://media-cdn.incrowdsports.com/b51b0af8-ac03-4093-8858-9b4d71830fe7.png
2,14.0,3.686904761904762,16.7%,16.7%,0%,7.7%,3.9%,0.0,0%,20%,73.3%,6.7%,0%,1.1,JSE,"PAVIC, IVAN",26.0,,BAM,BRO,Bamberger Basketball GmbH,https://media-cdn.incrowdsports.com/85cdd43a-2bbd-4f73-b8f7-76288a5193cb.png
3,5.0,16.633333333333333,24.1%,27.4%,2.8%,5%,3.8%,0.4,10.6%,27.5%,48.7%,8.5%,18.5%,9.4,KBJ,"DEANE, WILLIE",28.0,,ZAL,ZAL,Zalgiris Kaunas,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png
4,9.0,12.894444444444444,25%,25.4%,6.9%,7.1%,7%,0.3,10.8%,39.6%,28.8%,14.4%,33.3%,3.1,001909,"HAIN, DANIEL",24.0,,OLD,EWE,Baskets Oldenburg,https://media-cdn.incrowdsports.com/0d6914cd-717b-477d-b286-69213c7de3b0.png
5,6.0,9.6,40%,34%,0%,6.9%,3.3%,0.0,0%,54.3%,38.8%,0%,40%,2.1,AKF,"THIRY, BERNARD",28.0,,CHA,CHA,Spirou Charleroi,https://media-cdn.incrowdsports.com/fe2c3484-72ab-463e-bda7-587b5e980e37.png
6,17.0,4.085294117647059,27.8%,37.2%,7.8%,13.4%,10.5%,0.1,3%,32.8%,53.7%,0%,44.4%,2.0,006360,"KLIMENKO, ARTEM",27.0,https://media-cdn.incrowdsports.com/3336f5c5-bc0e-4e53-8348-52c5454dc3bd.png,UNK,UNK,UNICS Kazan,https://media-cdn.incrowdsports.com/70b00b96-e98a-42ba-9997-39d70a895157.png
6,3.0,6.416666666666667,0%,0%,0%,6%,3.4%,0.0,0%,71.4%,14.3%,14.3%,0%,2.3,JIQ,"NAVICKAS, GEDIMINAS",39.0,,ZAL,ZAL,Zalgiris Kaunas,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png
8,4.0,13.458333333333334,22.7%,29.3%,0%,2%,1%,0.8,20.3%,24.4%,32.5%,12.2%,54.5%,6.2,003064,"ELDRIDGE, COURTNEY",30.0,,SOP,PRO,Arka Gdynia,https://media-cdn.incrowdsports.com/210fa2fa-3529-400d-8d3f-9174a22ad1a8.png
9,11.0,2.783333333333333,40%,40%,0%,12%,6.4%,0.0,0%,37.5%,62.5%,0%,0%,0.7,CPF,"KAFKIS, PANAGIOTIS",27.0,,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
10,7.0,11.55952380952381,16.7%,15.7%,0%,4.7%,2.4%,1.3,26.8%,20.1%,16.7%,33.5%,13.3%,4.3,AYB,"ADAMEK, ANDRZEJ",29.0,,WRO,WKS,WKS Slask Wroclaw,https://media-cdn.incrowdsports.com/0415061b-5374-4a0d-bc04-8fcbc8ad0bb3.png
10,4.0,4.0,0%,0%,0%,0%,0%,0.0,0%,66.7%,33.3%,0%,0%,0.8,JKK,"ILUNGA, OLIVIER",20.0,,TRE,TRE,Benetton Basket Treviso,https://media-cdn.incrowdsports.com/0636c1b0-de3e-4ca9-bd2c-e30a4f485114.png
10,9.0,19.694444444444443,19.8%,25.6%,5.2%,7.8%,6.5%,0.2,1.9%,9.4%,34%,47.2%,20.9%,5.9,BOE,"MATINEN, JUKKA",26.0,,FRA,FRA,Skyliners Frankfurt,https://media-cdn.incrowdsports.com/75c69af8-9cf4-498d-932e-0b28be2444df.png
10,13.0,5.596153846153846,19.4%,24.2%,3.6%,1.7%,2.7%,0.5,7.5%,15%,30%,37.5%,33.3%,2.0,JLP,"SANCHEZ, ALFONSO",21.0,,MAL,UNI,Unicaja Malaga,https://media-cdn.incrowdsports.com/6342214b-684b-421f-8960-5d20354458da.png
10,11.0,10.304545454545455,42.9%,41.6%,3.3%,8.5%,5.8%,0.6,15.7%,27.5%,39.3%,15.7%,7.1%,2.3,AVP,"VAN DE VONDEL, THOMAS",21.0,,CHA,CHA,Spirou Charleroi,https://media-cdn.incrowdsports.com/fe2c3484-72ab-463e-bda7-587b5e980e37.png
15,6.0,6.419444444444444,42.9%,44.4%,0%,11.9%,6.4%,0.0,0%,50.4%,44.1%,0%,28.6%,2.6,003331,"ARMSTRONG, HILTON",28.0,,PAN,PAN,Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png
15,21.0,5.988095238095238,37.5%,45.5%,5.3%,7.1%,6.1%,0.2,6.6%,28.5%,21.9%,21.9%,110%,2.2,KAW,"BAKIC, BORIS",21.0,,PAR,PAR,Partizan Mozzart Bet Belgrade,https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png
15,9.0,7.0740740740740735,42.9%,34.2%,4.1%,7%,5.6%,0.2,7.3%,29.1%,43.6%,7.3%,57.1%,1.5,AMD,"BRAVO, CESAR",22.0,,BAR,FCB,FC Barcelona,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png
15,10.0,22.25166666666667,21.4%,31.4%,2.2%,4.9%,3.5%,0.3,4.9%,14.8%,25.8%,43.1%,37.5%,8.1,ALJ,"CLEYMANS, ERIK",30.0,,CHA,CHA,Spirou Charleroi,https://media-cdn.incrowdsports.com/fe2c3484-72ab-463e-bda7-587b5e980e37.png
15,2.0,2.8666666666666667,0%,0%,0%,0%,0%,0.0,0%,0%,75%,25%,0%,2.0,002403,"CONDE, LUIS",20.0,,MAL,UNI,Unicaja Malaga,https://media-cdn.incrowdsports.com/6342214b-684b-421f-8960-5d20354458da.png
15,4.0,9.0,12.5%,22.5%,0%,7.6%,4%,1.0,23.7%,23.7%,17.8%,29.6%,25%,4.2,BSK,"GREGOV, ALAN",32.0,,WRO,WKS,WKS Slask Wroclaw,https://media-cdn.incrowdsports.com/0415061b-5374-4a0d-bc04-8fcbc8ad0bb3.png
15,2.0,5.133333333333334,0%,0%,0%,0%,0%,0.0,0%,40%,40%,20%,0%,2.5,LLY,"HERBER, JOHANNES",25.0,,BER,BER,ALBA Berlin,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png
15,6.0,3.163888888888889,11.1%,11.1%,6.2%,7.4%,6.7%,1.0,9.1%,9.1%,54.5%,27.3%,0%,1.8,006693,"SAYBIR, YIGITCAN",22.0,https://media-cdn.incrowdsports.com/0bb8c783-d48d-4e45-85c2-2777a0e79a64.png,IST,EFS,Anadolu Efes Istanbul,https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png
23,24.0,4.7131944444444445,39.5%,40.2%,4.3%,3.3%,3.9%,1.3,17.3%,13.9%,31.2%,34.6%,10.5%,1.2,008977,"AMAIZE, ROBIN",26.0,https://media-cdn.incrowdsports.com/9da66e5f-6e03-400f-b5b6-f4848715e001.png,MUN,BAY,FC Bayern Munich,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png
23,2.0,12.0,0%,12.9%,4.1%,34.5%,16.7%,0.0,0%,20.5%,61.5%,0%,66.7%,2.4,CVN,"AMAYA, ASHRAF OMAR",32.0,,ULK,ULK,Fenerbahce Beko Istanbul,https://media-cdn.incrowdsports.com/0233ebbb-f3a2-49ea-837c-7fd3e661e672.png
23,2.0,3.4,0%,0%,0%,0%,0%,0.0,0%,40%,20%,40%,0%,2.5,000183,"ANDERSON, LUKE",25.0,,LJU,LJU,KK Cedevita Olimpija,https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png
23,18.0,4.122222222222223,23.8%,25.1%,1.7%,4.8%,3.3%,3.0,11.6%,3.9%,42.5%,38.6%,9.5%,1.4,005348,"ARNA, EGEHAN",25.0,https://media-cdn.incrowdsports.com/193386fe-f6b3-4af0-8698-b5126ec2b4fd.png,ULK;IST,FNB;EFS,Fenerbahce Beko Istanbul;Anadolu Efes Istanbul,https://media-cdn.incrowdsports.com/0233ebbb-f3a2-49ea-837c-7fd3e661e672.png;https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png
23,7.0,3.3428571428571425,16.7%,19.4%,22.3%,15.1%,18.5%,0.5,6.3%,12.6%,44.1%,31.5%,16.7%,2.3,008161,"BEGARIN, JUHANN",22.0,https://media-cdn.incrowdsports.com/5e32e07c-3aaa-41b6-80ba-b16c156a587c.png,MCO,ASM,AS Monaco,https://media-cdn.incrowdsports.com/89ed276a-2ba3-413f-8ea2-b3be209ca129.png
23,6.0,11.402777777777779,19.2%,22.3%,1.6%,9.8%,5.4%,0.0,0%,18.2%,54.7%,24.3%,7.7%,2.7,LVA,"BRNAS, TONI",19.0,,CIB,CIB,KK Cibona,https://media-cdn.incrowdsports.com/2bc7884a-4fe7-4362-9d4f-ba2ad8a0239d.png
23,1.0,3.783333333333333,0%,0%,0%,0%,0%,0.0,0%,50%,0%,50%,0%,2.0,TEW,"DARTEZ, KENDALL",27.0,,ROA,ROA,Chorale Roanne Basket,https://media-cdn.incrowdsports.com/ed311620-bcfb-4d25-8a84-60d2ce6c7390.png
23,3.0,7.188888888888889,14.3%,17.1%,6.1%,6.4%,6.3%,0.0,0%,0%,79.9%,0%,57.1%,2.9,004808,"FREESE, JANNIK",28.0,,BER,ALB,ALBA Berlin,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png
23,5.0,1.4966666666666666,0%,0%,0%,14.9%,8.2%,0.0,0%,16.7%,50%,33.3%,0%,1.2,000018,"GARCIA, ANDER",21.0,,BAS,CLA,Baskonia Vitoria-Gasteiz,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png
23,1.0,7.9,0%,0%,0%,0%,0%,0.2,16.7%,66.7%,0%,16.7%,0%,6.0,011261,"GLAS, GREGOR",21.0,https://media-cdn.incrowdsports.com/66582442-1c0e-48f9-9e90-14185c56bc3e.png,PAR,PAR,Partizan Mozzart Bet Belgrade,https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png
23,10.0,12.143333333333334,18%,22.4%,1.9%,9.5%,5.5%,0.1,2.7%,24.5%,21.8%,46.2%,16%,3.7,005004,"GRUSZECKI, KAROL",26.0,,GSS,ZGA,GSS Akcyjna,https://media-cdn.incrowdsports.com/abebfbc3-2dcd-4cc5-91f3-37dae527f363.png
23,3.0,8.572222222222221,0%,7.3%,0%,20.3%,7.9%,1.0,11.3%,11.3%,11.3%,56.3%,33.3%,3.0,BAG,"HOFFMAN, PETER",32.0,,ASV,ASV,LDLC ASVEL Villeurbanne,https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png
23,2.0,7.541666666666667,0%,12.9%,6.4%,29.1%,17%,0.0,0%,50.8%,38.1%,0%,66.7%,3.9,002817,"IANNILLI, ANDREA",26.0,,ROM,ROM,Pallacanestro Virtus Roma,https://media-cdn.incrowdsports.com/e5836b62-9939-4063-b5e5-cc2f5804c142.png
23,3.0,7.2555555555555555,0%,0%,0%,10.3%,5.4%,0.0,0%,37.5%,0%,62.5%,0%,2.7,ACG,"KRITIKOS, IOANNIS",22.0,,PER,PER,Peristeri BC,https://media-cdn.incrowdsports.com/743fd646-dc10-4a04-a90f-952e33a143a4.png
23,2.0,8.091666666666667,0%,0%,0%,13.9%,6.9%,0.0,0%,50%,33.3%,16.7%,0%,3.0,007423,"MINCHEV, YORDAN",18.0,,ULK,FNB,Fenerbahce Beko Istanbul,https://media-cdn.incrowdsports.com/0233ebbb-f3a2-49ea-837c-7fd3e661e672.png
23,8.0,6.183333333333334,30%,30%,0%,2.8%,1.3%,0.2,6.7%,26.7%,40%,26.7%,0%,1.9,007991,"MUSTAFA, MUHAYMIN",18.0,,IST,EFS,Anadolu Efes Istanbul,https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png
23,9.0,5.777777777777778,30%,30%,4.1%,5.3%,4.7%,0.0,0%,9.1%,36.4%,54.5%,0%,1.2,JAD,"PAPANIKOLAU, NIKOLAOS",20.0,,AEK,AEK,AEK Athens,https://media-cdn.incrowdsports.com/b51b0af8-ac03-4093-8858-9b4d71830fe7.png
23,4.0,2.533333333333333,0%,0%,0%,0%,0%,0.0,0%,33.3%,0%,66.7%,0%,0.8,LVC,"SMAJLAGIC, SVEN",20.0,,CIB,CIB,KK Cibona,https://media-cdn.incrowdsports.com/2bc7884a-4fe7-4362-9d4f-ba2ad8a0239d.png
23,24.0,13.481250000000001,37.5%,38.7%,0.8%,10.8%,5.8%,1.4,16.8%,11.6%,23.2%,43.9%,15.4%,3.2,004845,"VARGAS, AKEEM",24.0,,BER,ALB,ALBA Berlin,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png
23,1.0,9.966666666666667,0%,0%,12.5%,11.8%,12.2%,0.0,0%,33.3%,33.3%,33.3%,0%,3.0,001194,"WHITE, RODNEY",28.0,,TEL,MAC,Maccabi Playtika Tel Aviv,https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png
43,8.0,8.345833333333333,31.2%,31.2%,5.1%,10.2%,7.4%,0.5,5.3%,10.5%,21.1%,63.2%,0%,2.4,TFO,"BUTERLEVICIUS, SIMAS",23.0,,LIE,LIE,Rytas Vilnius,https://media-cdn.incrowdsports.com/894a55c9-4a15-40b0-a1b0-b0aec2ce3592.png
43,2.0,22.0,22.2%,26.5%,0%,5.9%,2.8%,0.7,13.9%,20.8%,41.6%,20.8%,11.1%,7.2,BUQ,"CORRALES, IVAN",28.0,,BAS,BKN,Baskonia Vitoria-Gasteiz,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png
43,2.0,1.9666666666666666,0%,0%,0%,0%,0%,0.0,0%,29.1%,0%,58.1%,50%,1.7,AMX,"CRUCIFIX, GREGORY",22.0,,CHA,CHA,Spirou Charleroi,https://media-cdn.incrowdsports.com/fe2c3484-72ab-463e-bda7-587b5e980e37.png
43,2.0,9.25,27.3%,27.3%,0%,0%,0%,0.0,0%,8.3%,58.3%,33.3%,0%,6.0,LBE,"FREIJE, MATT",24.0,,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
43,4.0,19.9375,30.8%,33.5%,1.3%,9.1%,4.6%,0.5,10.3%,20.6%,46.3%,20.6%,7.7%,9.7,001934,"GRAVES, ANTONIO",24.0,,CIB,CIB,KK Cibona,https://media-cdn.incrowdsports.com/2bc7884a-4fe7-4362-9d4f-ba2ad8a0239d.png
43,5.0,9.42,12.5%,21.8%,4.3%,5.2%,4.7%,0.0,12.7%,0%,19%,57.1%,33.3%,3.2,012611,"HERRERA, SEBASTIAN",27.0,https://media-cdn.incrowdsports.com/13de00c6-8e0f-4dac-970a-58d7fcc266d9.png,PRS,PBB,Paris Basketball,https://media-cdn.incrowdsports.com/a033e5b3-0de7-48a3-98d9-d9a4b9df1f39.png
43,10.0,11.293333333333333,16.7%,21.8%,2.8%,3.8%,3.2%,1.0,18.4%,18.4%,27.6%,27.6%,33.3%,3.3,ABP,"KOLLER, PATRICK",28.0,,LUG,LUG,FN Lugano,https://media-cdn.incrowdsports.com/d598de0b-7e4d-47e1-a32e-f59849c3ab3f.png
43,6.0,4.888888888888888,25%,25%,3.8%,4.2%,4%,0.3,12.5%,37.5%,12.5%,37.5%,0%,1.3,005207,"KUCHAREK, MACIEJ",20.0,,GSS,ZGA,GSS Akcyjna,https://media-cdn.incrowdsports.com/abebfbc3-2dcd-4cc5-91f3-37dae527f363.png
43,1.0,6.933333333333334,0%,0%,0%,0%,0%,0.0,0%,25%,0%,75%,0%,4.0,005668,"MOON, JAMARIO",33.0,,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
43,5.0,6.7666666666666675,27.8%,27.8%,6.8%,10.8%,8.7%,0.2,10%,45%,30%,15%,0%,4.0,007759,"MUNFORD, XAVIER",24.0,https://media-cdn.incrowdsports.com/27fafcd4-7c9f-4272-b41d-9c13ea214fbc.png,BAR,FCB,FC Barcelona,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png
43,2.0,4.425,0%,0%,0%,14.6%,7%,0.0,0%,33.3%,33.3%,33.3%,0%,1.5,AXA,"PETRUSKA, RICHARD",32.0,,BAS;MAL,BKN;UNI,Baskonia Vitoria-Gasteiz;Unicaja Malaga,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png;https://media-cdn.incrowdsports.com/6342214b-684b-421f-8960-5d20354458da.png
43,2.0,4.125,0%,0%,0%,0%,0%,0.0,0%,33.3%,66.7%,0%,0%,1.5,BLY,"PODESTA, SAMUELE",27.0,,TRE,TRE,Benetton Basket Treviso,https://media-cdn.incrowdsports.com/0636c1b0-de3e-4ca9-bd2c-e30a4f485114.png
43,3.0,4.383333333333334,21.4%,21.4%,0%,17.4%,8.1%,0.0,0%,12.5%,25%,62.5%,0%,2.7,010784,"SAVKOV, PAVEL",22.0,https://media-cdn.incrowdsports.com/417c6fad-5684-44f9-8008-0a7d7bccab80.png,BAS,TDS,Baskonia Vitoria-Gasteiz,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png
43,15.0,7.197777777777778,32.5%,33.5%,1.1%,7%,4%,2.2,38.4%,17.1%,25.6%,17.1%,10%,3.1,001468,"SCHMIDT, DANIEL",25.0,,BAM,BRO,Bamberger Basketball GmbH,https://media-cdn.incrowdsports.com/85cdd43a-2bbd-4f73-b8f7-76288a5193cb.png
43,8.0,12.920833333333333,15.6%,26.8%,4.6%,8.7%,6.8%,0.8,14.5%,18.1%,25.3%,32.6%,37.5%,3.5,APJ,"SIOUTIS, IOANNIS",47.0,,PAN,PAO,Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png
58,7.0,8.357142857142858,45.5%,40.3%,16.1%,18.2%,17.2%,0.0,0%,37%,50.8%,0%,54.5%,3.1,AYK,"AGRON, XIARCHOS",20.0,,PER,PER,Peristeri BC,https://media-cdn.incrowdsports.com/743fd646-dc10-4a04-a90f-952e33a143a4.png
58,5.0,2.0166666666666666,0%,0%,0%,0%,0%,0.5,20%,40%,20%,20%,0%,1.0,001206,"ALEKSIC, VUKASIN",23.0,,PAR,PAR,Partizan Mozzart Bet Belgrade,https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png
58,1.0,8.0,100%,53.2%,0%,0%,0%,0.0,0%,51.5%,25.8%,0%,200%,3.9,BDN,"BRADTKE, MARK",,,OLY;ZAL,OLY;ZAL,Olympiacos Piraeus;Zalgiris Kaunas,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png;https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png
58,8.0,3.15625,50%,50%,0%,4.9%,2.5%,0.0,0%,12.5%,25%,62.5%,0%,1.0,AMT,"BUESA, JAVIER",25.0,,BAS,BKN,Baskonia Vitoria-Gasteiz,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png
58,8.0,4.1875,0%,11.6%,13.6%,15.4%,14.4%,0.5,8.6%,17.2%,43%,8.6%,100%,1.5,LJA,"CILLA, JESUS",29.0,,BAS,BKN,Baskonia Vitoria-Gasteiz,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png
58,5.0,5.653333333333333,0%,0%,4%,10%,6.6%,0.5,12.5%,25%,37.5%,25%,0%,1.6,TGS,"DA ROS, MATTEO",18.0,,VIR,VIR,Virtus Segafredo Bologna,https://media-cdn.incrowdsports.com/4af5e83b-f2b5-4fba-a87c-1f85837a508a.png
58,5.0,2.71,37.5%,37.5%,0%,9%,4.3%,1.0,16.7%,16.7%,16.7%,50%,0%,1.2,008163,"DEMAHIS, RUDY",19.0,https://media-cdn.incrowdsports.com/757a6e84-9c41-4a65-bba8-5290d8fedee3.png,MCO,ASM,AS Monaco,https://media-cdn.incrowdsports.com/89ed276a-2ba3-413f-8ea2-b3be209ca129.png
58,2.0,3.091666666666667,0%,0%,0%,0%,0%,0.0,0%,100%,0%,0%,0%,0.5,010868,"DIAGNE, ISMAILA",17.0,https://media-cdn.incrowdsports.com/e1e2dd06-520f-455f-8f0c-e74eeb8a4d83.png,MAD,RMB,Real Madrid,https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png
58,11.0,3.7848484848484847,23.1%,30.3%,6.5%,5.6%,6%,0.0,10.8%,0%,64.8%,5.4%,61.5%,1.7,AIQ,"ESLAVA, ARIEL",29.0,,MAD;BAS,RMD;BKN,Real Madrid;Baskonia Vitoria-Gasteiz,https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png;https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png
58,2.0,12.058333333333334,0%,18.8%,5.2%,14.9%,10.1%,0.5,12%,24%,24%,24%,75%,4.2,010654,"EVSTIGNEEV, IVAN",21.0,,KHI,KHI,BC Khimki,https://media-cdn.incrowdsports.com/04bd9ac1-e8ed-4b35-8878-272596e5c7d6.png
58,44.0,5.842045454545455,26.4%,30.8%,4.2%,7.1%,5.7%,1.5,17.3%,11.5%,20.8%,42.7%,27.3%,2.0,010516,"GAZI, ERTEN",26.0,https://media-cdn.incrowdsports.com/714ae09c-4d14-4a17-bf53-c041d094d084.png,IST,EFS,Anadolu Efes Istanbul,https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png
58,5.0,1.8,25%,25%,0%,0%,0%,0.0,0%,33.3%,16.7%,50%,0%,1.2,KOY,"GONZALEZ DE LAS CUEVAS, OSCAR",28.0,,MAD,RMD,Real Madrid,https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png
58,2.0,5.558333333333334,0%,0%,0%,0%,0%,0.0,0%,100%,0%,0%,0%,1.0,005944,"GOSPODAREK, MICHAEL",23.0,,ZGO,TUR,PGE Turow Zgorzelec,https://media-cdn.incrowdsports.com/e7418d03-ac8e-4c67-a440-c49f51a13d3f.png
58,3.0,2.988888888888889,33.3%,33.3%,0%,0%,0%,0.0,0%,0%,100%,0%,0%,1.0,LFN,"HAMPL, TOMAS",23.0,,BIL,BIL,Bilbao Basket,https://media-cdn.incrowdsports.com/eedb87e1-f3d1-46d4-bbf8-bbb25b932d6d.png
58,4.0,3.4875,0%,0%,0%,0%,0%,1.0,25%,25%,50%,0%,0%,1.0,BCD,"HERNANDEZ, EDUARDO",27.0,,BAS,BKN,Baskonia Vitoria-Gasteiz,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png
58,4.0,8.0,11.1%,27.9%,0%,12.1%,5.9%,0.3,6.8%,20.3%,33.9%,27.1%,44.4%,3.7,LGL,"IVANOV, ANDREI",22.0,,DYN,DYN,Dynamo Moscow,https://media-cdn.incrowdsports.com/22ab0314-9deb-407c-97aa-4032f4017564.png
58,2.0,3.316666666666667,0%,0%,0%,0%,0%,0.0,0%,25%,50%,25%,0%,2.0,005817,"KANTE, LAMINE",27.0,,LMG,LIM,Limoges Cercle Saint-Pierre,https://media-cdn.incrowdsports.com/bb6b25c9-7720-4603-96c8-f5f6205e8a19.png
58,70.0,6.75547619047619,32.9%,37%,3.2%,3.7%,3.4%,1.8,29%,16.2%,16.2%,33%,25.9%,2.5,007265,"KURUCS, ARTURS",22.0,https://media-cdn.incrowdsports.com/b98c88da-6556-46e0-981a-106d466b7a22.png,BAS,TDS,Baskonia Vitoria-Gasteiz,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png
58,2.0,2.8666666666666667,0%,0%,0%,0%,0%,0.0,0%,0%,33.3%,66.7%,0%,1.5,007995,"MARTINEZ, IVAN",27.0,,BAS,BKN,Baskonia Vitoria-Gasteiz,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png
58,18.0,11.721296296296295,37.2%,38.7%,0.6%,7.9%,4%,1.0,25.9%,24.8%,9%,39.4%,4.7%,4.9,TGJ,"MOCNIK, JAN",25.0,,LJU,UOL,KK Cedevita Olimpija,https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png
58,2.0,4.016666666666667,0%,56.8%,0%,15.6%,7.9%,0.0,0%,53.2%,0%,0%,0%,0.9,008097,"NDJOCK, ELWIN",20.0,https://media-cdn.incrowdsports.com/4b260a59-8652-4804-895e-e854729a0b18.png,ASV,ASV,LDLC ASVEL Villeurbanne,https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png
58,7.0,10.071428571428571,26.7%,26.7%,6.1%,9.5%,7.8%,0.0,0%,9.1%,42.4%,48.5%,0%,4.7,000751,"NEAL, GARY",23.0,,BAR,FCB,FC Barcelona,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png
58,2.0,3.3666666666666667,0%,0%,0%,0%,0%,0.0,0%,33.3%,33.3%,33.3%,0%,1.5,003205,"PEREZ, JOSEP",18.0,,BAR,FCB,FC Barcelona,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png
58,2.0,8.666666666666666,0%,0%,17.8%,0%,7.3%,0.5,14.3%,28.6%,42.9%,14.3%,0%,3.5,ACL,"REISENBUCHLER, ROBERT",32.0,,PER,PER,Peristeri BC,https://media-cdn.incrowdsports.com/743fd646-dc10-4a04-a90f-952e33a143a4.png
58,6.0,4.25,0%,0%,0%,11.8%,5.3%,1.0,28.6%,28.6%,14.3%,28.6%,0%,1.2,BWV,"SILOBAD, MLADJAN",32.0,,PAR,PAR,Partizan Mozzart Bet Belgrade,https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png
58,2.0,3.0083333333333333,0%,0%,0%,0%,0%,0.0,0%,100%,0%,0%,0%,1.0,012263,"SISSOKO, YOHANN",18.0,https://media-cdn.incrowdsports.com/cb004c85-f67e-4c79-af91-949e4e6e0c6d.png,ASV,ASV,LDLC ASVEL Villeurbanne,https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png
58,8.0,6.666666666666667,40%,47.5%,13.5%,9.7%,11.7%,0.0,0%,28.3%,56.7%,0%,60%,2.2,AGD,"SPRALJA, SIME",18.0,,ZAD,ZAD,KK Zadar,https://media-cdn.incrowdsports.com/5bae1d8f-cf6e-4cce-affe-f528f1352cb5.png
