Season,Phase,Round,Gamecode,NUM_ANOT,TEAM,ID_PLAYER,PLAYER,ID_ACTION,ACTION,POINTS,COORD_X,COORD_Y,ZONE,FASTBREAK,SECOND_CHANCE,POINTS_OFF_TURNOVER,MINUTE,CONSOLE,POINTS_A,POINTS_B,UTC
2024,RS,5,42,611,RED,PLUO,"LAZIC, BRANKO",3FGM,Three Pointer,3,608,489,I,0,0,0,39,01:06,93,69,20241024204313
2024,RS,5,42,614,MAD,P011649,"GONZALEZ, HUGO",3FGA,Missed Three Pointer,0,-483,614,H,0,0,0,40,00:52,93,69,20241024204328
2024,RS,5,42,616,RED,P010612,"CANAAN, ISAIAH",3FGA,Missed Three Pointer,0,445,696,I,0,0,0,40,00:43,93,69,20241024204336
2024,RS,5,42,620,MAD,P012168,"GUEYE, SIDI",FTM,Free Throw In,1,-1,-1, ,0,0,0,40,00:31,94,69,20241024204429
2024,RS,5,42,621,MAD,P012168,"GUEYE, SIDI",FTM,Free Throw In,1,-1,-1, ,0,0,0,40,00:31,95,69,20241024204447
2024,RS,5,42,622,RED,P009048,"MILLER-MCINTYRE, CODI",3FGM,Three Pointer,3,-125,777,H,0,0,0,40,00:10,95,72,20241024204510
2024,RS,5,43,4,ULK,P008962,"HAYES-DAVIS, NIGEL",3FGA,Missed Three Pointer,0,-664,244,H,0,0,0,1,09:44,0,0,20241025174711
2024,RS,5,43,6,PAN,P012712,"HERNANGOMEZ, JUANCHO",3FGA,Missed Three Pointer,0,-439,558,H,0,0,0,1,09:19,0,0,20241025174735
2024,RS,5,43,10,PAN,P003842,"LESSORT, MATHIAS",FTM,Free Throw In,1,-1,-1, ,0,1,0,1,09:09,0,1,20241025174812
2024,RS,5,43,17,PAN,P004088,"OSMAN, CEDI",3FGA,Missed Three Pointer,0,539,495,I,0,0,0,2,08:34,0,1,20241025174947
2024,RS,5,43,19,ULK,P004004,"GUDURIC, MARKO",2FGM,Two Pointer,2,37,294,E,0,0,1,2,08:19,2,1,20241025175009
2024,RS,5,43,21,PAN,P011204,"GRANT, JERIAN",2FGA,Missed Two Pointer,0,25,301,E,0,0,0,3,07:55,2,1,20241025175032
2024,RS,5,43,23,ULK,P009783,"COLSON, BONZIE",3FGM,Three Pointer,3,-608,363,H,0,0,0,3,07:41,5,1,20241025175048
2024,RS,5,43,27,PAN,P011204,"GRANT, JERIAN",2FGA,Missed Two Pointer,0,-338,225,D,0,0,0,3,07:14,5,1,20241025175141
2024,RS,5,43,33,PAN,P011204,"GRANT, JERIAN",2FGA,Missed Two Pointer,0,156,62,C,0,0,0,4,06:40,5,1,20241025175304
2024,RS,5,43,35,PAN,P003842,"LESSORT, MATHIAS",2FGM,Two Pointer,2,-87,62,B,0,1,1,4,06:38,5,3,20241025175306
2024,RS,5,43,38,ULK,P004004,"GUDURIC, MARKO",3FGA,Missed Three Pointer,0,401,545,I,0,0,0,4,06:15,5,3,20241025175348
2024,RS,5,43,40,PAN,P012774,"NUNN, KENDRICK",3FGM,Three Pointer,3,-690,-31,H,0,0,0,4,06:04,5,6,20241025175359
2024,RS,5,43,43,ULK,P009863,"BALDWIN IV, WADE",2FGA,Missed Two Pointer,0,288,181,E,0,0,0,5,05:47,5,6,20241025175416
2024,RS,5,43,45,ULK,P007182,"BIRCH, KHEM",2FGM,Two Pointer,2,-87,94,B,0,1,0,5,05:47,7,6,20241025175419
2024,RS,5,43,50,PAN,P003842,"LESSORT, MATHIAS",2FGM,Two Pointer,2,131,81,C,0,0,0,5,05:21,7,8,20241025175511
2024,RS,5,43,57,PAN,P012774,"NUNN, KENDRICK",2FGA,Missed Two Pointer,0,-382,75,D,0,0,0,6,04:34,7,8,20241025175817
2024,RS,5,43,61,PAN,P011204,"GRANT, JERIAN",2FGM,Two Pointer,2,-31,106,B,1,0,1,6,04:14,7,10,20241025175836
2024,RS,5,43,63,ULK,P004004,"GUDURIC, MARKO",2FGM,Two Pointer,2,-106,50,B,0,0,0,7,03:51,9,10,20241025175859
2024,RS,5,43,73,PAN,P004088,"OSMAN, CEDI",FTM,Free Throw In,1,-1,-1, ,0,0,0,7,03:43,9,11,20241025175956
2024,RS,5,43,74,PAN,P004088,"OSMAN, CEDI",FTM,Free Throw In,1,-1,-1, ,0,0,0,7,03:43,9,12,20241025180012
2024,RS,5,43,75,ULK,P011205,"HALL, DEVON",2FGM,Two Pointer,2,426,313,G,0,0,0,7,03:27,11,12,20241025180031
2024,RS,5,43,76,PAN,P011204,"GRANT, JERIAN",2FGM,Two Pointer,2,-307,181,D,0,0,0,7,03:02,11,14,20241025180056
2024,RS,5,43,80,PAN,P012712,"HERNANGOMEZ, JUANCHO",3FGA,Missed Three Pointer,0,495,483,I,0,0,0,8,02:37,11,14,20241025180121
2024,RS,5,43,89,PAN,P012774,"NUNN, KENDRICK",2FGM,Two Pointer,2,301,288,E,0,0,1,8,02:18,11,16,20241025180221
2024,RS,5,43,94,ULK,P013396,"MAYS, SKYLAR",2FGA,Missed Two Pointer,0,-363,50,D,0,0,0,9,01:58,11,16,20241025180449
2024,RS,5,43,96,PAN,P004088,"OSMAN, CEDI",2FGM,Two Pointer,2,125,50,C,1,0,0,9,01:51,11,18,20241025180455
2024,RS,5,43,97,ULK,P013396,"MAYS, SKYLAR",2FGM,Two Pointer,2,131,43,C,0,0,0,9,01:31,13,18,20241025180516
2024,RS,5,43,98,PAN,P009622,"BROWN, LORENZO",3FGM,Three Pointer,3,439,545,I,0,0,0,9,01:09,13,21,20241025180538
2024,RS,5,43,101,ULK,P011205,"HALL, DEVON",3FGA,Missed Three Pointer,0,-56,696,H,0,0,0,10,00:50,13,21,20241025180559
2024,RS,5,43,105,PAN,P012774,"NUNN, KENDRICK",2FGA,Missed Two Pointer,0,6,232,E,0,0,0,10,00:38,13,21,20241025180628
2024,RS,5,43,110,ULK,P008962,"HAYES-DAVIS, NIGEL",2FGA,Missed Two Pointer,0,-150,94,B,0,0,0,10,00:16,13,21,20241025180709
2024,RS,5,43,113,ULK,P013396,"MAYS, SKYLAR",2FGM,Two Pointer,2,-18,169,B,0,1,0,10,00:12,15,21,20241025180712
2024,RS,5,43,121,PAN,P009622,"BROWN, LORENZO",2FGM,Two Pointer,2,-119,62,B,0,0,0,11,09:46,15,23,20241025180951
2024,RS,5,43,126,ULK,PLMG,"MARJANOVIC, BOBAN",2FGA,Missed Two Pointer,0,0,439,F,0,0,0,11,09:30,15,23,20241025181036
2024,RS,5,43,128,PAN,P004088,"OSMAN, CEDI",3FGA,Missed Three Pointer,0,595,382,I,0,0,0,11,09:22,15,23,20241025181044
2024,RS,5,43,132,PAN,P009622,"BROWN, LORENZO",2FGM,Two Pointer,2,12,119,C,1,0,1,11,09:06,15,25,20241025181100
2024,RS,5,43,142,ULK,P006961,"BIBEROVIC, TARIK",FTM,Free Throw In,1,-1,-1, ,0,0,0,12,08:44,16,25,20241025181257
2024,RS,5,43,144,ULK,P006961,"BIBEROVIC, TARIK",FTM,Free Throw In,1,-1,-1, ,0,0,0,12,08:44,17,25,20241025181310
2024,RS,5,43,145,ULK,P006961,"BIBEROVIC, TARIK",FTM,Free Throw In,1,-1,-1, ,0,0,0,12,08:44,18,25,20241025181324
2024,RS,5,43,146,PAN,P001926,"SLOUKAS, KOSTAS",3FGA,Missed Three Pointer,0,-570,388,H,0,0,0,12,08:27,18,25,20241025181343
2024,RS,5,43,148,PAN,P005353,"YURTSEVEN, OMER",2FGA,Missed Two Pointer,0,112,163,C,0,0,0,12,08:22,18,25,20241025181347
2024,RS,5,43,150,ULK,P002849,"MELLI, NICOLO",3FGM,Three Pointer,3,489,495,I,0,0,0,12,08:12,21,25,20241025181357
2024,RS,5,43,153,PAN,P012774,"NUNN, KENDRICK",3FGM,Three Pointer,3,150,690,I,0,0,0,13,07:49,21,28,20241025181421
2024,RS,5,43,154,ULK,P009863,"BALDWIN IV, WADE",2FGA,Missed Two Pointer,0,69,169,C,0,0,0,13,07:37,21,28,20241025181432
2024,RS,5,43,156,PAN,P012774,"NUNN, KENDRICK",3FGA,Missed Three Pointer,0,426,639,I,0,0,0,13,07:31,21,28,20241025181438
2024,RS,5,43,158,ULK,P006961,"BIBEROVIC, TARIK",3FGM,Three Pointer,3,570,388,I,1,0,0,13,07:19,24,28,20241025181450
2024,RS,5,43,161,PAN,P009622,"BROWN, LORENZO",2FGM,Two Pointer,2,106,69,C,0,0,0,14,06:52,24,30,20241025181519
2024,RS,5,43,164,PAN,P009622,"BROWN, LORENZO",2FGA,Missed Two Pointer,0,263,332,E,0,0,0,14,06:21,24,30,20241025181559
2024,RS,5,43,166,PAN,P012774,"NUNN, KENDRICK",3FGA,Missed Three Pointer,0,652,263,I,0,0,0,14,06:16,24,30,20241025181604
2024,RS,5,43,168,ULK,P009863,"BALDWIN IV, WADE",3FGA,Missed Three Pointer,0,382,589,I,0,0,0,14,06:07,24,30,20241025181613
2024,RS,5,43,177,PAN,P005353,"YURTSEVEN, OMER",FTM,Free Throw In,1,-1,-1, ,0,0,0,15,05:39,24,31,20241025181736
2024,RS,5,43,179,PAN,P005353,"YURTSEVEN, OMER",FTM,Free Throw In,1,-1,-1, ,0,0,0,15,05:39,24,32,20241025181750
2024,RS,5,43,189,PAN,P005353,"YURTSEVEN, OMER",2FGM,Two Pointer,2,0,12,A,0,0,1,15,05:05,24,34,20241025181923
2024,RS,5,43,194,ULK,P002849,"MELLI, NICOLO",3FGA,Missed Three Pointer,0,-558,426,H,0,0,0,16,04:50,24,34,20241025182131
2024,RS,5,43,196,PAN,P012712,"HERNANGOMEZ, JUANCHO",3FGA,Missed Three Pointer,0,602,351,I,0,0,0,16,04:24,24,34,20241025182157
2024,RS,5,43,198,ULK,P008962,"HAYES-DAVIS, NIGEL",3FGM,Three Pointer,3,545,407,I,1,0,0,16,04:14,27,34,20241025182206
2024,RS,5,43,201,PAN,P012774,"NUNN, KENDRICK",2FGM,Two Pointer,2,-131,37,B,0,0,0,17,03:53,27,36,20241025182228
2024,RS,5,43,202,ULK,P004004,"GUDURIC, MARKO",2FGM,Two Pointer,2,94,62,C,0,0,0,17,03:28,29,36,20241025182258
2024,RS,5,43,205,ULK,P004004,"GUDURIC, MARKO",FTM,Free Throw In,1,-1,-1, ,0,0,0,17,03:28,30,36,20241025182326
2024,RS,5,43,210,PAN,P011204,"GRANT, JERIAN",3FGM,Three Pointer,3,683,0,I,0,0,0,17,03:12,30,39,20241025182401
2024,RS,5,43,215,PAN,P001926,"SLOUKAS, KOSTAS",3FGM,Three Pointer,3,37,740,I,0,0,1,18,02:29,30,42,20241025182443
2024,RS,5,43,217,ULK,P009863,"BALDWIN IV, WADE",2FGM,Two Pointer,2,-301,269,D,0,0,0,18,02:11,32,42,20241025182501
2024,RS,5,43,219,PAN,P004088,"OSMAN, CEDI",3FGA,Missed Three Pointer,0,715,-12,I,0,0,0,19,01:47,32,42,20241025182526
2024,RS,5,43,221,ULK,P009783,"COLSON, BONZIE",3FGM,Three Pointer,3,-677,163,H,1,0,0,19,01:37,35,42,20241025182535
2024,RS,5,43,231,ULK,P002849,"MELLI, NICOLO",2FGA,Missed Two Pointer,0,112,69,C,0,0,0,19,01:05,35,42,20241025182804
2024,RS,5,43,234,PAN,P003842,"LESSORT, MATHIAS",2FGM,Two Pointer,2,-100,62,B,0,0,0,20,00:51,35,44,20241025182818
2024,RS,5,43,235,ULK,P008962,"HAYES-DAVIS, NIGEL",3FGA,Missed Three Pointer,0,-690,69,H,0,0,0,20,00:26,35,44,20241025182842
2024,RS,5,43,237,PAN,P012774,"NUNN, KENDRICK",2FGM,Two Pointer,2,156,69,C,0,0,0,20,00:02,35,46,20241025182907
2024,RS,5,43,241,PAN,P011204,"GRANT, JERIAN",3FGA,Missed Three Pointer,0,-181,702,H,0,0,0,21,09:37,35,46,20241025184451
2024,RS,5,43,245,ULK,P002849,"MELLI, NICOLO",2FGM,Two Pointer,2,-363,420,F,0,0,0,21,09:17,37,46,20241025184523
2024,RS,5,43,249,PAN,P003842,"LESSORT, MATHIAS",FTM,Free Throw In,1,-1,-1, ,0,0,0,22,08:56,37,47,20241025184622
2024,RS,5,43,251,PAN,P003842,"LESSORT, MATHIAS",FTM,Free Throw In,1,-1,-1, ,0,0,0,22,08:56,37,48,20241025184639
2024,RS,5,43,252,ULK,P008962,"HAYES-DAVIS, NIGEL",2FGA,Missed Two Pointer,0,577,175,G,0,0,0,22,08:39,37,48,20241025184657
2024,RS,5,43,254,PAN,P009622,"BROWN, LORENZO",3FGA,Missed Three Pointer,0,621,294,I,0,0,0,22,08:22,37,48,20241025184713
2024,RS,5,43,258,ULK,P009863,"BALDWIN IV, WADE",2FGM,Two Pointer,2,62,207,C,0,0,0,22,08:08,39,48,20241025184751
2024,RS,5,43,262,ULK,P004004,"GUDURIC, MARKO",2FGA,Missed Two Pointer,0,-87,62,B,0,0,0,23,07:40,39,48,20241025184820
2024,RS,5,43,266,PAN,P012712,"HERNANGOMEZ, JUANCHO",2FGM,Two Pointer,2,69,75,C,1,0,0,23,07:34,39,50,20241025184826
2024,RS,5,43,273,PAN,P012774,"NUNN, KENDRICK",FTM,Free Throw In,1,-1,-1, ,0,0,0,23,07:14,39,51,20241025185216
2024,RS,5,43,274,PAN,P012774,"NUNN, KENDRICK",FTM,Free Throw In,1,-1,-1, ,0,0,0,23,07:14,39,52,20241025185225
2024,RS,5,43,278,ULK,P009863,"BALDWIN IV, WADE",3FGM,Three Pointer,3,690,-25,I,0,0,1,24,06:49,42,52,20241025185304
2024,RS,5,43,286,ULK,P008962,"HAYES-DAVIS, NIGEL",3FGA,Missed Three Pointer,0,301,652,I,0,0,0,24,06:00,42,52,20241025185509
2024,RS,5,43,294,PAN,P005353,"YURTSEVEN, OMER",FTM,Free Throw In,1,-1,-1, ,0,0,0,25,05:40,42,53,20241025185641
2024,RS,5,43,298,ULK,P004004,"GUDURIC, MARKO",2FGM,Two Pointer,2,87,43,C,0,0,0,25,05:24,44,53,20241025185723
2024,RS,5,43,301,PAN,P005353,"YURTSEVEN, OMER",FTM,Free Throw In,1,-1,-1, ,0,0,0,25,05:12,44,54,20241025185803
2024,RS,5,43,303,PAN,P005353,"YURTSEVEN, OMER",FTM,Free Throw In,1,-1,-1, ,0,0,0,25,05:12,44,55,20241025185819
2024,RS,5,43,305,ULK,P004004,"GUDURIC, MARKO",3FGA,Missed Three Pointer,0,639,263,I,0,0,0,26,04:54,44,55,20241025185838
2024,RS,5,43,308,ULK,P009783,"COLSON, BONZIE",3FGA,Missed Three Pointer,0,-558,426,H,0,0,0,26,04:45,44,55,20241025190033
2024,RS,5,43,310,PAN,P005353,"YURTSEVEN, OMER",2FGA,Missed Two Pointer,0,-144,207,D,0,0,0,26,04:22,44,55,20241025190056
2024,RS,5,43,313,ULK,P009863,"BALDWIN IV, WADE",2FGA,Missed Two Pointer,0,-56,319,D,0,0,0,27,03:59,44,55,20241025190119
2024,RS,5,43,317,ULK,P009863,"BALDWIN IV, WADE",3FGM,Three Pointer,3,-357,608,H,1,0,1,27,03:33,47,55,20241025190145
2024,RS,5,43,319,PAN,P005353,"YURTSEVEN, OMER",2FGM,Two Pointer,2,-207,75,B,0,0,0,27,03:14,47,57,20241025190204
2024,RS,5,43,322,ULK,P004004,"GUDURIC, MARKO",3FGA,Missed Three Pointer,0,602,370,I,0,0,0,28,02:53,47,57,20241025190225
2024,RS,5,43,324,PAN,P012774,"NUNN, KENDRICK",2FGA,Missed Two Pointer,0,-288,282,D,0,0,0,28,02:29,47,57,20241025190249
2024,RS,5,43,326,ULK,P009783,"COLSON, BONZIE",2FGA,Missed Two Pointer,0,75,188,C,0,0,0,28,02:13,47,57,20241025190304
2024,RS,5,43,339,PAN,P005353,"YURTSEVEN, OMER",FTM,Free Throw In,1,-1,-1, ,0,0,0,29,01:54,47,58,20241025190403
2024,RS,5,43,347,PAN,P001926,"SLOUKAS, KOSTAS",2FGM,Two Pointer,2,257,539,G,1,0,1,29,01:31,47,60,20241025190500
2024,RS,5,43,353,ULK,P009863,"BALDWIN IV, WADE",3FGM,Three Pointer,3,-6,702,H,0,0,0,29,01:18,50,60,20241025190648
2024,RS,5,43,355,PAN,P011204,"GRANT, JERIAN",3FGA,Missed Three Pointer,0,677,-12,I,0,0,0,30,00:57,50,60,20241025190709
2024,RS,5,43,357,PAN,P005353,"YURTSEVEN, OMER",2FGA,Missed Two Pointer,0,-225,138,D,0,0,0,30,00:52,50,60,20241025190713
2024,RS,5,43,359,ULK,P006961,"BIBEROVIC, TARIK",2FGM,Two Pointer,2,-131,56,B,0,0,0,30,00:36,52,60,20241025190729
2024,RS,5,43,363,PAN,P005353,"YURTSEVEN, OMER",FTM,Free Throw In,1,-1,-1, ,0,0,0,30,00:26,52,61,20241025190900
2024,RS,5,43,364,PAN,P005353,"YURTSEVEN, OMER",FTM,Free Throw In,1,-1,-1, ,0,0,0,30,00:26,52,62,20241025190916
2024,RS,5,43,373,ULK,P006961,"BIBEROVIC, TARIK",FTM,Free Throw In,1,-1,-1, ,0,0,0,30,00:05,53,62,20241025191029
2024,RS,5,43,374,ULK,P006961,"BIBEROVIC, TARIK",FTM,Free Throw In,1,-1,-1, ,0,0,0,30,00:05,54,62,20241025191043
2024,RS,5,43,389,ULK,P011205,"HALL, DEVON",3FGA,Missed Three Pointer,0,-677,31,H,0,0,0,31,09:39,54,62,20241025191458
2024,RS,5,43,391,ULK,P009783,"COLSON, BONZIE",2FGM,Two Pointer,2,-6,219,B,0,1,0,31,09:32,56,62,20241025191505
2024,RS,5,43,392,PAN,P001926,"SLOUKAS, KOSTAS",3FGM,Three Pointer,3,-188,721,H,0,0,0,31,09:07,56,65,20241025191531
2024,RS,5,43,395,ULK,P006961,"BIBEROVIC, TARIK",3FGM,Three Pointer,3,-432,570,H,0,0,0,32,08:47,59,65,20241025191551
2024,RS,5,43,397,PAN,P003842,"LESSORT, MATHIAS",2FGA,Missed Two Pointer,0,-62,163,B,0,0,0,32,08:23,59,65,20241025191615
2024,RS,5,43,399,ULK,P007182,"BIRCH, KHEM",2FGM,Two Pointer,2,-94,31,B,1,0,0,32,08:12,61,65,20241025191625
2024,RS,5,43,402,PAN,P012774,"NUNN, KENDRICK",3FGA,Missed Three Pointer,0,-595,376,H,0,0,0,33,07:52,61,65,20241025191646
2024,RS,5,43,404,ULK,P006961,"BIBEROVIC, TARIK",3FGA,Missed Three Pointer,0,489,539,I,0,0,0,33,07:41,61,65,20241025191701
2024,RS,5,43,416,PAN,P009622,"BROWN, LORENZO",2FGA,Missed Two Pointer,0,-313,432,F,0,0,0,33,07:11,61,65,20241025191821
2024,RS,5,43,419,ULK,P006961,"BIBEROVIC, TARIK",3FGM,Three Pointer,3,-445,577,H,0,0,0,34,06:58,64,65,20241025191834
2024,RS,5,43,425,ULK,P011205,"HALL, DEVON",2FGA,Missed Two Pointer,0,-75,94,B,0,0,0,34,06:42,64,65,20241025192032
2024,RS,5,43,429,ULK,P011205,"HALL, DEVON",3FGM,Three Pointer,3,671,125,I,0,1,0,34,06:32,67,65,20241025192102
2024,RS,5,43,431,PAN,P012774,"NUNN, KENDRICK",2FGA,Missed Two Pointer,0,432,25,E,0,0,0,34,06:16,67,65,20241025192117
2024,RS,5,43,434,ULK,P006961,"BIBEROVIC, TARIK",3FGA,Missed Three Pointer,0,-388,583,H,0,0,0,35,05:53,67,65,20241025192141
2024,RS,5,43,441,PAN,P004088,"OSMAN, CEDI",2FGA,Missed Two Pointer,0,75,125,C,0,0,0,35,05:26,67,65,20241025192239
2024,RS,5,43,444,ULK,P009783,"COLSON, BONZIE",2FGA,Missed Two Pointer,0,-81,-6,A,0,0,0,35,05:18,67,65,20241025192242
2024,RS,5,43,459,ULK,P009783,"COLSON, BONZIE",2FGA,Missed Two Pointer,0,307,225,E,0,0,0,36,04:48,67,65,20241025192425
2024,RS,5,43,470,ULK,P009783,"COLSON, BONZIE",3FGA,Missed Three Pointer,0,-489,495,H,0,0,0,36,04:12,67,65,20241025192550
2024,RS,5,43,473,PAN,P009622,"BROWN, LORENZO",2FGA,Missed Two Pointer,0,12,326,E,0,0,0,37,03:49,67,65,20241025192614
2024,RS,5,43,475,ULK,P009783,"COLSON, BONZIE",2FGM,Two Pointer,2,-62,250,D,0,0,0,37,03:29,69,65,20241025192637
2024,RS,5,43,483,ULK,P009783,"COLSON, BONZIE",FTM,Free Throw In,1,-1,-1, ,0,0,0,37,03:29,70,65,20241025192734
2024,RS,5,43,487,PAN,P009622,"BROWN, LORENZO",3FGM,Three Pointer,3,690,6,I,0,0,0,38,02:57,70,68,20241025192832
2024,RS,5,43,498,ULK,P009863,"BALDWIN IV, WADE",FTM,Free Throw In,1,-1,-1, ,0,0,0,38,02:37,71,68,20241025193030
2024,RS,5,43,499,PAN,P011204,"GRANT, JERIAN",2FGM,Two Pointer,2,100,31,C,0,0,0,38,02:16,71,70,20241025193054
2024,RS,5,43,501,ULK,P011205,"HALL, DEVON",2FGM,Two Pointer,2,-175,56,B,0,0,0,39,01:56,73,70,20241025193115
2024,RS,5,43,502,PAN,P001926,"SLOUKAS, KOSTAS",2FGM,Two Pointer,2,0,332,D,0,0,0,39,01:35,73,72,20241025193138
2024,RS,5,43,508,PAN,P012774,"NUNN, KENDRICK",2FGA,Missed Two Pointer,0,0,263,D,0,0,0,39,01:21,73,72,20241025193513
2024,RS,5,43,511,PAN,P001926,"SLOUKAS, KOSTAS",3FGM,Three Pointer,3,131,696,I,0,0,0,39,01:07,73,75,20241025193759
2024,RS,5,43,515,PAN,P003842,"LESSORT, MATHIAS",2FGM,Two Pointer,2,-250,87,B,0,0,1,40,00:28,73,77,20241025193842
2024,RS,5,43,518,ULK,P009863,"BALDWIN IV, WADE",3FGA,Missed Three Pointer,0,401,564,I,0,0,0,40,00:23,73,77,20241025194043
2024,RS,5,43,522,PAN,P003842,"LESSORT, MATHIAS",FTM,Free Throw In,1,-1,-1, ,0,0,0,40,00:21,73,78,20241025194117
2024,RS,5,43,531,ULK,P002849,"MELLI, NICOLO",3FGM,Three Pointer,3,-112,696,H,0,0,0,40,00:11,76,78,20241025194419
2024,RS,5,43,535,PAN,P012774,"NUNN, KENDRICK",FTM,Free Throw In,1,-1,-1, ,0,0,0,40,00:10,76,79,20241025194455
2024,RS,5,43,538,PAN,P003842,"LESSORT, MATHIAS",2FGM,Two Pointer,2,-87,75,B,0,1,0,40,00:10,76,81,20241025194514
2024,RS,5,43,539,ULK,P011205,"HALL, DEVON",3FGA,Missed Three Pointer,0,690,-12,I,0,0,0,40,00:04,76,81,20241025194524
2024,RS,5,43,541,ULK,P006961,"BIBEROVIC, TARIK",3FGA,Missed Three Pointer,0,288,740,I,0,0,0,40,00:01,76,81,20241025194548
2024,RS,5,44,4,ASV,P010545,"SAKO, NEAL",2FGA,Missed Two Pointer,0,12,181,C,0,0,0,1,09:39,0,0,20241025183021
2024,RS,5,44,6,BAR,P012745,"PARKER, JABARI",3FGA,Missed Three Pointer,0,232,734,I,0,0,0,1,09:32,0,0,20241025183029
2024,RS,5,44,10,ASV,P000229,"JACKSON, EDWIN",2FGA,Missed Two Pointer,0,257,338,E,0,0,0,1,09:03,0,0,20241025183114
2024,RS,5,44,13,BAR,P010106,"NUNEZ, JUAN",2FGA,Missed Two Pointer,0,-106,94,B,0,0,0,2,08:48,0,0,20241025183129
2024,RS,5,44,17,ASV,P007027,"MALEDON, THEO",FTM,Free Throw In,1,-1,-1, ,0,0,0,2,08:43,0,1,20241025183201
2024,RS,5,44,18,ASV,P007027,"MALEDON, THEO",FTM,Free Throw In,1,-1,-1, ,0,0,0,2,08:43,0,2,20241025183215
2024,RS,5,44,19,BAR,P012795,"ANDERSON, JUSTIN",3FGA,Missed Three Pointer,0,-514,495,H,0,0,0,2,08:24,0,2,20241025183236
2024,RS,5,44,21,BAR,P012745,"PARKER, JABARI",2FGM,Two Pointer,2,-87,106,B,0,1,0,2,08:19,2,2,20241025183242
2024,RS,5,44,23,ASV,P007027,"MALEDON, THEO",2FGM,Two Pointer,2,-125,125,B,0,0,0,2,08:05,2,4,20241025183255
2024,RS,5,44,30,ASV,P007027,"MALEDON, THEO",2FGA,Missed Two Pointer,0,25,276,E,0,0,0,3,07:35,2,4,20241025183349
2024,RS,5,44,32,ASV,P010545,"SAKO, NEAL",2FGM,Two Pointer,2,-81,94,B,0,1,1,3,07:31,2,6,20241025183353
2024,RS,5,44,35,BAR,P009862,"PUNTER, KEVIN",3FGA,Missed Three Pointer,0,276,683,I,0,0,0,3,07:19,2,6,20241025183428
2024,RS,5,44,40,ASV,P007027,"MALEDON, THEO",3FGM,Three Pointer,3,-301,658,H,0,0,0,4,06:51,2,9,20241025183526
2024,RS,5,44,46,BAR,P009862,"PUNTER, KEVIN",2FGM,Two Pointer,2,476,131,G,0,0,0,4,06:32,4,9,20241025183748
2024,RS,5,44,48,ASV,P000229,"JACKSON, EDWIN",3FGA,Missed Three Pointer,0,-539,470,H,0,0,0,4,06:11,4,9,20241025183809
2024,RS,5,44,50,BAR,P012745,"PARKER, JABARI",2FGA,Missed Two Pointer,0,-388,156,D,0,0,0,4,06:02,4,9,20241025183826
2024,RS,5,44,52,ASV,P010545,"SAKO, NEAL",2FGM,Two Pointer,2,6,6,A,0,0,0,4,06:02,4,11,20241025183834
2024,RS,5,44,54,BAR,P009862,"PUNTER, KEVIN",2FGA,Missed Two Pointer,0,100,288,E,0,0,0,4,06:02,4,11,20241025183850
2024,RS,5,44,56,BAR,P003196,"HERNANGOMEZ, WILLY",2FGM,Two Pointer,2,-81,69,B,0,1,0,4,06:02,6,11,20241025183853
2024,RS,5,44,57,ASV,P013372,"SCHOFIELD, ADMIRAL",3FGA,Missed Three Pointer,0,514,514,I,0,0,0,4,06:02,6,11,20241025183905
2024,RS,5,44,71,ASV,P010545,"SAKO, NEAL",FTM,Free Throw In,1,-1,-1, ,0,0,0,5,05:02,6,12,20241025184401
2024,RS,5,44,75,BAR,P013379,"METU, CHIMEZIE",2FGM,Two Pointer,2,-150,87,B,0,0,0,6,04:34,8,12,20241025184437
2024,RS,5,44,78,BAR,P000925,"VESELY, JAN",2FGA,Missed Two Pointer,0,439,219,G,0,0,0,6,04:13,8,12,20241025184458
2024,RS,5,44,80,BAR,P012795,"ANDERSON, JUSTIN",2FGA,Missed Two Pointer,0,-144,138,B,0,0,0,6,04:07,8,12,20241025184504
2024,RS,5,44,83,ASV,P003526,"LIGHTY, DAVID",3FGA,Missed Three Pointer,0,671,207,I,0,0,0,7,03:55,8,12,20241025184516
2024,RS,5,44,85,BAR,P002939,"SATORANSKY, TOMAS",2FGA,Missed Two Pointer,0,-169,301,D,0,0,0,7,03:30,8,12,20241025184542
2024,RS,5,44,100,BAR,P013379,"METU, CHIMEZIE",2FGA,Missed Two Pointer,0,345,351,G,0,0,0,8,02:54,8,12,20241025184655
2024,RS,5,44,102,BAR,P009992,"BRIZUELA, DARIO",3FGA,Missed Three Pointer,0,-332,677,H,0,0,0,8,02:49,8,12,20241025184700
2024,RS,5,44,104,ASV,P013372,"SCHOFIELD, ADMIRAL",3FGM,Three Pointer,3,-671,150,H,0,0,0,8,02:33,8,15,20241025184716
2024,RS,5,44,106,BAR,P003478,"ABRINES, ALEX",3FGM,Three Pointer,3,332,658,I,0,0,0,8,02:13,11,15,20241025184736
2024,RS,5,44,109,ASV,P010545,"SAKO, NEAL",2FGA,Missed Two Pointer,0,-87,81,B,0,0,0,9,01:51,11,15,20241025184758
2024,RS,5,44,113,BAR,P009992,"BRIZUELA, DARIO",3FGA,Missed Three Pointer,0,-294,690,H,0,0,0,9,01:46,11,15,20241025184803
2024,RS,5,44,121,ASV,P002100,"DE COLO, NANDO",FTM,Free Throw In,1,-1,-1, ,0,0,0,9,01:38,11,16,20241025184854
